repo,stars,created_at,loc_full,files_scanned,loc_scanned,sig_cov,ret_cov,var_cov,fully_annotated_ratio,any_count_total
alanhamlett/pip-update-requirements,635,2016-05-09,151156,483,151156,0.5491,0.5407,0.0648,0.5334,285
devitocodes/devito,632,2016-03-23,41783,160,41783,0.0149,0.0121,0.0011,0.0079,6
thombashi/pytablewriter,632,2016-05-23,6528,66,6528,0.9154,0.971,0.258,0.9693,120
SecurityInnovation/AuthMatrix,632,2016-01-27,2379,1,2379,0.0,0.0,0.0,0.0,0
glitchassassin/lackey,631,2016-08-09,4619,16,4619,0.0,0.0,0.0,0.0,0
openzim/zimit,631,2016-06-21,1348,7,1348,0.75,0.0,0.0247,0.0,0
awslabs/aws-security-automation,630,2016-03-10,1087,14,1087,0.0,0.0,0.0,0.0,0
ArduPilot/pymavlink,629,2016-09-03,23258,94,23258,0.0653,0.0803,0.0092,0.0581,3
python-cachier/cachier,629,2016-08-24,1718,14,1718,0.6937,0.6833,0.1139,0.6167,20
TeamHG-Memex/tensorboard_logger,628,2016-10-27,1177,8,1177,0.0,0.0,0.0,0.0,0
hakril/PythonForWindows,626,2016-01-07,66423,148,66423,0.0,0.0,0.0,0.0,0
JoneXiong/oejia_wx,624,2016-01-18,4624,57,4624,0.0,0.0,0.0,0.0,0
ucfopen/canvasapi,624,2016-11-15,13082,81,13082,0.008,0.0012,0.0,0.0012,0
holoviz/geoviews,623,2016-04-19,6338,35,6338,0.0047,0.014,0.0,0.0105,1
mpatacchiola/dissecting-reinforcement-learning,623,2016-12-09,5613,51,5613,0.0,0.0,0.0,0.0,0
klsecservices/rpivot,620,2016-09-07,3415,21,3415,0.0,0.0,0.0,0.0,0
graphbrain/graphbrain,619,2016-02-15,7692,67,7692,0.2299,0.1297,0.1182,0.1139,0
spacetelescope/jwst,618,2016-06-06,87067,462,87067,0.0072,0.0037,0.0036,0.0033,9
mwielgoszewski/doorman,618,2016-04-22,4063,49,4063,0.0,0.0,0.0,0.0,0
pingcap/docs,617,2016-07-23,3393,25,3393,0.0129,0.0244,0.0011,0.0244,0
nfcpy/nfcpy,616,2016-04-22,13076,37,13076,0.0,0.0,0.0,0.0,0
wimglenn/advent-of-code-data,615,2016-12-03,2259,12,2259,0.6636,0.7284,0.0917,0.7284,5
corbett/QuantumComputing,613,2016-05-09,1951,1,1951,0.0,0.0,0.0,0.0,0
yoyoyohamapi/mit-ml,609,2016-09-16,2555,34,2555,0.0,0.0,0.0,0.0,0
Xonshiz/comic-dl,609,2016-11-13,3886,38,3886,0.0,0.0,0.0,0.0,0
lae/ansible-role-proxmox,608,2016-09-12,2072,11,2072,0.0,0.0,0.0,0.0,0
mathandy/svgpathtools,606,2016-07-06,4327,13,4327,0.0,0.0208,0.0,0.0208,0
DataDog/dd-trace-py,606,2016-06-20,101917,881,101917,0.4469,0.4462,0.1201,0.4133,1178
etingof/pysnmp,605,2016-02-24,31688,179,31688,0.0,0.0,0.0,0.0,0
rndusr/stig,602,2016-10-20,19894,126,19894,0.0,0.0,0.0,0.0,0
cbfinn/gps,602,2016-02-23,10659,113,10659,0.0,0.0,0.0,0.0,0
zsdonghao/text-to-image,601,2016-11-02,9641,19,9641,0.0,0.0,0.0,0.0,0
miLibris/flask-rest-jsonapi,599,2016-10-21,2091,16,2091,0.0,0.0,0.0,0.0,0
Stvad/CrowdAnki,598,2016-06-18,2441,66,2441,0.3275,0.1094,0.2286,0.0781,9
linkedin/kafka-tools,597,2016-04-28,5628,181,5628,0.0,0.0,0.0,0.0,0
Lazza/RecuperaBit,596,2016-01-24,1969,10,1969,0.8732,0.8854,0.1421,0.8854,29
mansimov/text2image,593,2016-01-02,1961,13,1961,0.0,0.0,0.0,0.0,0
Seanlinx/mtcnn,592,2016-12-02,1725,26,1725,0.0,0.0,0.0,0.0,0
MISP/misp-warninglists,591,2016-04-19,1871,43,1871,0.227,0.1798,0.0,0.1348,0
MISP/misp-galaxy,590,2016-02-27,6287,73,6287,0.348,0.08,0.0769,0.06,0
BYU-PCCL/holodeck,588,2016-10-07,3386,16,3386,0.0,0.0,0.0,0.0,0
fananimi/pyzk,588,2016-05-24,2699,13,2699,0.0,0.0,0.0,0.0,0
jaheyns/CfdOF,588,2016-12-02,12074,68,12074,0.0031,0.0,0.0,0.0,0
mlachmish/MusicGenreClassification,587,2016-07-18,1843,18,1843,0.0,0.0,0.0,0.0,0
meco-group/omg-tools,586,2016-03-21,12017,58,12017,0.0,0.0,0.0,0.0,0
karmab/kcli,584,2016-09-02,44870,71,44870,0.0645,0.0153,0.0,0.0153,6
Parsl/parsl,584,2016-10-20,19129,190,19129,0.5883,0.4782,0.0906,0.4644,119
lablup/backend.ai,584,2016-10-06,252102,1990,252102,0.8981,0.8706,0.4303,0.8332,1840
v55448330/lazy-balancer,581,2016-07-07,1963,54,1963,0.0,0.0,0.0,0.0,0
niosus/EasyClangComplete,581,2016-03-11,32479,61,32479,0.0,0.0,0.0,0.0,0
vinhkhuc/MemN2N-babi-python,576,2016-01-10,1341,11,1341,0.0,0.0,0.0,0.0,0
vladfi1/phillip,576,2016-04-27,5357,48,5357,0.0,0.0,0.0,0.0,0
singer-io/singer-python,573,2016-10-28,1513,15,1513,0.0,0.0,0.0,0.0,0
cchio/deep-pwning,571,2016-06-21,1294,15,1294,0.0,0.0,0.0,0.0,0
aker-gateway/Aker,569,2016-10-29,3048,22,3048,0.0,0.0,0.0,0.0,0
Open365/Open365,566,2016-05-19,1502,66,1502,0.0,0.0,0.0,0.0,0
cuemacro/chartpy,564,2016-08-03,6517,49,6517,0.0806,0.1684,0.034,0.1607,9
zedshaw/learn-more-python-the-hard-way-solutions,563,2016-07-23,6651,141,6651,0.0,0.0,0.0,0.0,0
seanharr11/etlalchemy,556,2016-06-02,1878,7,1878,0.0,0.0,0.0,0.0,0
bonfy/leetcode,555,2016-10-09,2222,100,2222,0.0,0.0,0.0,0.0,0
repology/repology-updater,554,2016-09-12,8873,143,8873,0.9897,0.9769,0.5849,0.9769,205
rushter/heamy,553,2016-05-12,1243,10,1243,0.0,0.0,0.0,0.0,0
MarvinTeichmann/MultiNet,551,2016-08-29,1112,4,1112,0.0,0.0,0.0,0.0,0
amirziai/flatten,551,2016-04-05,2564,3,2564,0.0,0.0,0.0,0.0,0
outdoorbits/little-backup-box,551,2016-12-27,6391,34,6391,0.1007,0.0612,0.0015,0.0612,0
Ecogenomics/GTDBTk,550,2016-11-29,13309,76,13309,0.1274,0.0526,0.0384,0.0421,0
mjs/imapclient,549,2016-08-29,3598,20,3598,0.352,0.2804,0.0743,0.2804,6
splintered-reality/py_trees,548,2016-05-31,8870,38,8870,1.0,0.8672,0.0625,0.8672,33
warmspringwinds/tf-image-segmentation,548,2016-12-20,1557,17,1557,0.0,0.0,0.0,0.0,0
pydicom/pynetdicom,547,2016-09-28,29912,49,29912,0.8697,0.9402,0.1519,0.9402,102
equinor/segyio,546,2016-09-27,4548,19,4548,0.0,0.0,0.0,0.0,0
